display_taxon	CGV013	CGV001	CGV032	CGV002	CGV008	CGV020	CGV014	CGV037	CGV016	CGV029	CGV027	CGV046	CGV081	CGV005	CGV034	CGV009	CGV102	CGV043	CGV045	CGV004	CGV021	CGV083	CGV022	CGV025	CGV011	CGV018	CGV031	CGV040	CGV035	CGV069	CGV010	CGV50	CGV003	CGV006	CGV028	CGV047	CGV095	CGV097	CGV066	CGV033	CGV062	CGV038	CGV007	CGV017	CGV60	CGV015	CGV012	CGV024	CGV019	CGV030	CGV026	CGV088	CGV023	CGV089	CGV105
Lactobacillus crispatus	58.10456820359919	92.70787878787878	93.78629828023682	97.68151038163147	98.44967102775468	98.61994778889924	95.93796668581275	95.17590904215382	48.32604470359572	36.78243424806287	0.095488183337312	0.8485812781755503	2.1541010770505387	0.04685791638465143	0.0578429825945207	0.10862256245797342	0.1459758595145758	0.1864801864801865	0.46102992345163535	0.05720169317011784	0.056001493373156616	0.0	12.206292313819196	0.04867151717854959	0.06425393153743594	4.7962156574042165	0.08461797155534341	0.032900148050666225	0.9178645087142026	0.042471862391165856	3.6666666666666665	0.0	8.498583569405099	18.181818181818183	0.2653964607203335	0.12085068372587912	0.09778612219353829	0.05642345805268541	0.02380442286176772	1.1042702832979119	0.05614429082742648	6.0156571899464355	0.10589410589410589	0.18215620363936827	0.5784061696658097	0.03465804066543438	0.06288055837935841	0.0248868778280543	0.17943021751336571	0.10400088243172972	0.10380577938676737	0.05440013390802193	0.13156635728638408	0.14070025434276748	0.024799390643544184
Lactobacillus gasseri	0.04259397295282717	0.03878787878787879	0.016915703411333523	0.01345351809498184	0.0	0.00918285691797085	0.03446295232624928	0.0	0.026724975704567538	1.8754716286602986	69.71751412429379	82.81622911694511	0.579950289975145	0.019524131826938095	0.007887679444707368	0.08276004758702736	0.03050241840603076	0.0	0.0	0.0	0.0	0.0036353060927730115	0.0663746183459445	0.01372786381959091	0.009638089730615392	0.007309712519449056	0.031460527885961015	0.0	0.0	0.0	0.0	0.0	3.39943342776204	0.5681818181818182	0.031689129638248784	0.1760216480355196	0.0	0.0	0.0	4.011743826822375	0.0	3.5048413679439636	0.33966033966033965	0.02065688907250568	0.13924592973436162	0.0	0.014672130288516962	0.0	0.012206137245807193	0.014181938513417688	0.012975722423345921	0.046030882537557015	0.01913692469620132	0.02029330591482223	0.0
Lactobacillus iners	4.964327547652007	1.5127272727272727	0.17761488581900198	0.2645858558679761	0.4537548211449746	0.5745844757244618	0.6915565766800689	0.15552933605062746	42.68950437317785	18.62864189350855	0.15278109333969922	3.6329885971890747	64.54018227009114	72.86015515176759	99.4373455329442	97.44478353075053	98.16113991895071	96.20046620046621	94.41544885177453	88.81134881592494	90.91609109576255	87.35640540933547	76.22903668303907	80.91577331552871	53.073747449922095	44.021177281413486	31.37916445177318	36.12107254482645	21.18487963852197	0.7644935230409854	26.333333333333332	13.846153846153847	10.198300283286118	8.143939393939394	11.983442429764015	8.605356837915588	10.271454275209262	8.31188066438622	0.5808279178271323	22.32203501237922	25.86614265328561	0.4300576843840132	5.682317682317682	9.055229009783854	12.607112253641816	8.808093477686823	11.396053196952389	9.180995475113123	3.891316553963333	1.1455854776949623	0.1115912128407749	0.13600033477005483	2.923165247344752	0.8807294767032849	0.46587426708943724
Lactobacillus jensenii	0.7560430199126823	3.272727272727273	3.555117000281929	0.16144221713978205	0.0	0.19415183197995514	1.4910970706490523	1.7537273409846617	2.142857142857143	16.76421327738207	0.014323227500596801	0.31821797931583135	1.9055509527754766	0.015619305461550477	0.0	0.0	0.019608697546734062	0.0	0.0	8.420089234641345	0.0	5.306335126751006	8.378689322536395	14.988331315753348	5.594911088622235	9.485918360953605	0.0	0.0	0.5431616732528299	0.0	2.3333333333333335	0.0	0.0	0.0	2.7648765609372057	2.8951620318678	0.0	0.03879112741122122	0.0	0.017528099734887493	0.0	2.392356819118253	0.0	0.35116711423259656	0.3213367609254499	0.0	0.014672130288516962	0.0	0.0	0.015757709459352988	0.012975722423345921	0.0	0.0	0.024351967097786677	0.0
Gardnerella vaginalis	12.330955169843467	0.49939393939393945	0.2368198477586693	0.1838647472980851	0.18906450881040612	0.14561387398496636	0.5445146467547387	0.15552933605062746	0.4518950437317784	16.66022490935527	28.83424842842365	4.322460885706709	8.616404308202155	3.4883115530796065	0.08413524741021192	0.7551854342316247	0.5904396705738812	0.5594405594405595	0.5480167014613779	0.36895092094726006	8.3698898637297	6.278173622218991	0.5132970485419709	0.13977461343583472	18.172618187075322	37.55834716957489	34.120569761008475	38.68892910018095	0.2849630807500354	14.25461881503504	20.333333333333332	21.153846153846153	12.181303116147308	12.5	33.53799229558035	19.882564661683766	25.741218806227018	31.110484183799414	54.9905972529696	49.091825332486145	49.46078087351159	84.97115780799341	54.15184815184815	55.95200090139152	52.00299914310197	63.643715341959336	61.964598245632416	58.217194570135746	58.08290408417353	63.74781361781251	68.99321369717259	80.73607565803239	70.70974069467036	76.24600898317009	75.22718013214532
Fannyhessea vaginae	1.8443190288574167	0.11636363636363636	0.022554271215111363	0.04484506031660612	0.07562580352416244	0.014430203728239908	0.09649626651349799	0.026815402767349564	0.03401360544217687	0.4914140577549556	0.044561152224078936	0.503845133916733	1.0770505385252693	0.33971989378872286	0.013146132407845611	0.09827755650959501	0.045753627609046145	0.06993006993006994	0.2435629784272791	0.05434160851161195	0.06533507560201605	0.04725897920604915	0.013274923669188903	0.02745572763918182	5.276854127511927	0.022973382203982748	4.892654509161522	10.28787629544333	0.03148763323204812	24.208961562964536	2.666666666666667	2.6923076923076925	1.41643059490085	1.893939393939394	7.651934522335885	4.609402708631629	5.706798091214895	4.2740769474909195	2.301887690732938	2.4407878880830833	5.693966828081503	0.17768850432632882	18.085914085914087	12.426057726615463	16.55955441302485	1.1338130446263532	6.9315335520179415	8.875565610859729	17.22652149500769	18.494823592442604	5.706722721787536	6.11792275180985	10.618601090804708	15.753016938146002	11.783253325775425
Candidatus Lachnocurva vaginae	5.200724097540197	0.009696969696969697	0.03383140682266705	0.04484506031660612	0.0	0.0	0.0	0.026815402767349564	0.0	0.011963263578304162	0.0031829394445770666	0.5833996287456908	0.33140016570008285	0.027333784557713334	0.0	0.10862256245797342	0.0	0.0	0.0	0.0686420318041414	0.039667724472652606	0.0	0.017699898225585202	0.00374396285988843	11.173758694360112	0.010442446456355794	0.010848457891710694	1.4015463069583813	0.017318198277626463	7.427266935655129	5.333333333333334	6.923076923076923	0.0	0.0	0.009902853011952744	0.0052543775532990925	30.25111476179301	14.60309623726064	38.23704444285748	0.019719112201748427	0.037429527218284325	0.0	0.0	0.0	0.0	0.008251914444151043	0.01362412098219432	0.009049773755656108	0.0036618411737421577	0.004727312837805897	0.0	0.025107754111394737	0.010764520141613243	0.00947020942691704	0.033656315873381394
Escherichia coli	0.11926312426791608	0.3490909090909091	0.11840992387933465	0.22870980761469126	0.2268774105724873	0.06952734523606502	0.07811602527283171	0.09653544996245844	0.19922254616132168	0.09202510444849354	0.07957348611442668	1.458499071864227	3.645401822700911	0.022127349403863177	0.07887679444707367	0.28966016655459575	0.06754106932763955	0.4195804195804196	0.5132219902574808	0.1086832170232239	0.09333582228859437	0.0315059861373661	0.10177441479711491	0.049919504798512405	0.12368881820956419	0.07831834842266847	0.08895735471202769	0.09541042934693206	0.03463639655525293	0.09025270758122744	9.0	14.23076923076923	18.980169971671387	8.901515151515152	0.0772422534932314	0.0630525306395891	0.10560901196902137	0.10579398384878513	0.06903282629912638	0.07668543634013278	0.08421643624113972	0.11330861145447055	0.08591408591408592	0.06948226324388275	0.3856041131105398	0.07096646421969897	0.033536297802324484	0.06334841628959276	0.09398725679271538	0.05515198310773546	0.0804494790247447	0.06067707243587061	0.049038369534015885	0.07846744953731263	0.05314155137902326
Megasphaera lornae	0.7347460334362688	0.024242424242424242	0.0	0.0	0.0	0.006559183512836323	0.02067777139574957	0.0	0.024295432458697763	0.023926527156608323	0.012731757778308267	0.18562715460090162	0.16570008285004142	0.010412870307700318	0.0	0.056897532716081306	0.013072465031156041	0.0	0.0	0.0343210159020707	0.016333768900504014	0.0	0.0	0.01497585143955372	1.1003485775785906	0.0	1.8409833042233048	9.494982727422272	0.009446289969614434	0.16988744956466342	1.3333333333333335	2.307692307692308	0.56657223796034	0.0	0.010893138313148018	0.0052543775532990925	4.03661112414926	2.4685262898049865	1.2235473350948605	0.019719112201748427	5.668234028118933	0.033477544293366295	0.0	0.02441268708568853	0.032133676092544985	7.923488249273832	3.1775642167702447	0.0	1.0631545541098064	2.0752903357967885	7.83863391594327	0.26153910532702845	2.1014735432016076	0.4762162454678283	0.6660407772837581
Berryella sp001552935	0.6431689915876904	0.0	0.008457851705666762	0.02690703618996368	0.0	0.0	0.02527283170591614	0.00804462083020487	0.012147716229348881	0.010122761489334291	0.007957348611442667	0.15910898965791567	0.0	0.0	0.0	0.04655252676770289	0.004357488343718681	0.03496503496503497	0.0	0.01430042329252946	0.030334142243793168	0.0	0.008849949112792601	0.006239938099814051	2.1605384479462835	0.0062654678738134776	3.472591371136593	1.1745352854087843	0.012595053292819246	0.28933956253981735	1.3333333333333335	0.0	0.0	0.0	1.7894455392598607	0.0	6.700305092701243	7.352681877490566	0.4975124378109453	0.2169102342192327	2.8773949049056076	0.03862793572311496	0.0	4.692869617471972	7.2193658954584405	2.9871930287826776	0.5292446996929333	1.5135746606334841	1.3097185264751117	3.009722506736421	0.9238714365422295	1.598527011758798	2.461486939048895	0.017587531792845935	0.6447841567321488
